StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ProID,AC1,AC100_NC,AC60_NC,AC30_NC,AC3,PV_AC1,Interest,Intention,Distrust1,Distrust2,Ben1,Ben2,Ben3,Ben4,SN1,SN2,SN3,TB1,TB2,SB1,SB2,SB3,SB4,cns1,cns2,cns3,cijm1,cijm2,cijm3,penv_nature,penv_localcom,penv_world,penv_futuregen,penv_worrycc,penv_impcom,penv_impworld,bill,CCA_aware,home,have_solar,pv_ads,Zip,birth_year_1,edu,inc,ideology,ideology_7_TEXT,politics,politics_4_TEXT,gender,gender_4_TEXT,race,race_7_TEXT,PROLIFIC_PID,Condition
8/10/2023 16:27,8/10/2023 16:34,IP Address,74.215.18.125,100,421,TRUE,8/10/2023 16:34,R_2zUVsgleUIFKEsD,,,,,39.1256,-84.5127,anonymous,EN,5d673a3f96e3c1001a59cfa0,Your Current Electricity Provider,,,TRUE,"Solar,Wind,Hydropower","Installation,Maintenance,Financing",Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Don't know,Don't know,Agree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,145,No,Yes,No,Yes,45231,1974,High school diploma or GED,"$50,000 - $74,999",Conservative,,Republican,,Male,,White or Caucasian,,5d673a3f96e3c1001a59cfa0,3
8/10/2023 16:29,8/10/2023 16:35,IP Address,24.93.26.72,100,380,TRUE,8/10/2023 16:35,R_2f9duTfoFEL6KsH,,,,,43.497,-75.9719,anonymous,EN,646ac23a44fc0c275d02a0a0,Your Current Electricity Provider,,TRUE,,"Solar,Wind","Installation,Maintenance,Troubleshooting,Financing",Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,150,No,Yes,No,No,13302,1989,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.","$100,000 - $149,999","Don't know, not political",,None of these,,Female,,White or Caucasian,,646ac23a44fc0c275d02a0a0,5
8/10/2023 16:29,8/10/2023 16:39,IP Address,68.83.37.114,100,604,TRUE,8/10/2023 16:39,R_1gkCkhOfE1trcx4,,,,,39.8662,-75.1259,anonymous,EN,58ed7f5aac62dc00019366a9,Your Current Electricity Provider,TRUE,,,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,100,No,Yes,No,Yes,8021,1981,Bachelor's degree,"$100,000 - $149,999",Liberal,,Democrat,,Female,,Black or African American,,58ed7f5aac62dc00019366a9,1
8/10/2023 16:39,8/10/2023 16:43,IP Address,73.185.77.114,100,242,TRUE,8/10/2023 16:43,R_2Vsu03KnjOGW8GI,,,,,38.6711,-121.1495,anonymous,EN,63fa3bd12acc0f7d824fafd1,Your Current Electricity Provider,TRUE,,,"Solar,Wind,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Don't know,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,80,Yes,Yes,No,Yes,95826,1990,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.","$150,000 or more",Liberal,,Democrat,,Male,,White or Caucasian,,63fa3bd12acc0f7d824fafd1,1
8/10/2023 16:38,8/10/2023 16:44,IP Address,174.193.86.174,100,377,TRUE,8/10/2023 16:44,R_3ndxx1RI96OMlss,,,,,37.2731,-76.7279,anonymous,EN,5a5479b4ac56240001537ffa,New Electricity Provider,,,,None of the above,"Installation,Maintenance,Troubleshooting,Financing",Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,200,No,Yes,No,Yes,23451,1988,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.","$100,000 - $149,999",Moderate or Middle of the Road,,Independent,,Female,,Black or African American,,5a5479b4ac56240001537ffa,7
8/10/2023 16:39,8/10/2023 16:44,IP Address,76.189.245.85,100,304,TRUE,8/10/2023 16:44,R_2sUc2cH0apvlQqN,,,,,40.4836,-81.4387,anonymous,EN,598728a8d3103300010a32f5,New Electricity Provider,TRUE,,,"Solar,Wind,Hydropower","Installation,Troubleshooting,Financing",Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Don't know,Don't know,Don't know,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,300,No,Yes,No,Yes,44622,1993,High school diploma or GED,"$25,000 - $49,999",Liberal,,Democrat,,Female,,White or Caucasian,,598728a8d3103300010a32f5,4
8/10/2023 16:41,8/10/2023 16:46,IP Address,97.120.117.168,100,319,TRUE,8/10/2023 16:46,R_2D6tUNo3vSlkjcl,,,,,45.5173,-122.6398,anonymous,EN,5c28a7d31c8e4c0001b2e0a4,New Electricity Provider,,TRUE,,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Don't know,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Don't know,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,120,Not Sure,No,No,No,97301,1990,High school diploma or GED,"$50,000 - $74,999","Don't know, not political",,None of these,,Female,,White or Caucasian,,5c28a7d31c8e4c0001b2e0a4,5
8/10/2023 16:40,8/10/2023 16:46,IP Address,137.25.200.35,100,392,TRUE,8/10/2023 16:47,R_1ImxmSWYsPicUmf,,,,,34.4702,-117.1881,anonymous,EN,5d4b14caed2dfc0001a22c1a,New Electricity Provider,,,TRUE,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting",Strongly agree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Disagree,Disagree,Don't know,Somewhat disagree,Disagree,Disagree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,999,No,No,Yes,Yes,92392,1983,Associates or technical degree,"$75,000 - $99,999",Liberal,,Democrat,,Female,,White or Caucasian,,5d4b14caed2dfc0001a22c1a,6
8/10/2023 16:43,8/10/2023 16:47,IP Address,68.113.136.102,100,231,TRUE,8/10/2023 16:47,R_1g1jnfeJKk2oAaO,,,,,45.8784,-87.1162,anonymous,EN,63ed0065eb23ac3ee1726453,,,,,,"Installation,Maintenance,Troubleshooting",Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,100,No,Yes,No,No,49837,1998,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.","$25,000 - $49,999",Very Conservative,,Independent,,Male,,White or Caucasian,,63ed0065eb23ac3ee1726453,8
8/10/2023 16:44,8/10/2023 16:47,IP Address,69.216.102.103,100,209,TRUE,8/10/2023 16:47,R_3D6MxTfRES2Tr4n,,,,,37.7045,-122.0742,anonymous,EN,56a68bb49ce1c0000df89344,New Electricity Provider,,,,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,200,No,Yes,No,No,94546,1988,Bachelor's degree,"$100,000 - $149,999",Liberal,,Democrat,,Male,,Asian,,56a68bb49ce1c0000df89344,7
8/10/2023 16:44,8/10/2023 16:49,IP Address,108.209.22.211,100,301,TRUE,8/10/2023 16:49,R_1dc9rOd85imwFmW,,,,,42.7686,-86.117,anonymous,EN,6268a3f5379f921275a284f1,,,,,,"Installation,Maintenance,Troubleshooting,Financing",Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Don't know,Don't know,Somewhat agree,Somewhat agree,Neither agree nor disagree,Don't know,Don't know,Don't know,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,999,Not Sure,Yes,No,No,49423,1965,Bachelor's degree,"$75,000 - $99,999",Moderate or Middle of the Road,,Independent,,Female,,White or Caucasian,,6268a3f5379f921275a284f1,8
8/10/2023 16:45,8/10/2023 16:50,IP Address,98.60.36.220,100,335,TRUE,8/10/2023 16:50,R_1MWnAwhoGZ1kRY7,,,,,35.0813,-106.6212,anonymous,EN,60e5868307d715a4d1445116,New Electricity Provider,,TRUE,,"Solar,Wind,Biomass,Hydropower",Installation,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Don't know,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,45,Not Sure,Yes,No,Yes,87123,1960,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.","$25,000 - $49,999",Liberal,,Independent,,Female,,White or Caucasian,,60e5868307d715a4d1445116,5
8/10/2023 16:45,8/10/2023 16:50,IP Address,107.77.192.231,100,341,TRUE,8/10/2023 16:50,R_Qhn9XpJEjTV0vvj,,,,,42.4652,-83.3713,anonymous,EN,63ed0ce29b9bc897d6fe8a47,New Electricity Provider,TRUE,,,"Solar,Wind,Hydropower","Installation,Maintenance,Troubleshooting",Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,999,No,No,No,No,48911,1997,Some college but no degree,"$50,000 - $74,999",Liberal,,Democrat,,Male,,White or Caucasian,,63ed0ce29b9bc897d6fe8a47,4
8/10/2023 16:34,8/10/2023 16:50,IP Address,174.206.167.235,100,987,TRUE,8/10/2023 16:50,R_1BSgoKaJrjJb4NY,,,,,40.7463,-74.1553,anonymous,EN,5dedec3919398a49e1133b0d,Your Current Electricity Provider,,,TRUE,"Solar,Wind","Installation,Maintenance,Financing",Disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,999,No,No,No,No,7747,1990,Bachelor's degree,"$50,000 - $74,999",Moderate or Middle of the Road,,Democrat,,Female,,White or Caucasian,,5dedec3919398a49e1133b0d,3
8/10/2023 16:45,8/10/2023 16:51,IP Address,47.151.250.109,100,335,TRUE,8/10/2023 16:51,R_1eRiJggZAsufRwi,,,,,33.9776,-117.7375,anonymous,EN,5f29dc4197e19718148543c9,Your Current Electricity Provider,TRUE,,,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,999,Not Sure,No,No,Yes,91709,1993,Some college but no degree,"$75,000 - $99,999",Very Liberal,,Democrat,,Female,,Asian,,5f29dc4197e19718148543c9,1
